latitude,longitude,altitude,geometry,﻿web-scraper-order,web-scraper-start-url,riverSegment,riverName,riverMile,bank,season,camping,contact,phone,website,restrooms-src,potableWater-src,marineDumpStation-src,dayUseOnly-src,picnicShelters-src,boatRamp-src,handCarried-src,marina-src,adaAccess-src
46.452211,-116.806586,,Point,1639846266-192,http://www.ndwt.org/ndwt/explore/site.asp?site=17,,Clearwater,,ID,,,,,,0,0,0,0,0,0,0,0,0
45.646,-121.1,,Point,1639845982-66,http://www.ndwt.org/ndwt/explore/site.asp?site=145,Lake Celilo,Columbia,195,N-WA,Closed Oct 31-March 31,Yes,Washington State Parks,(509) 767-1159,http://tinyurl.com/ynppf6,1,0,0,1,0,1,0,0,0
46.6588,-117.417067,,Point,1639846191-161,http://www.ndwt.org/ndwt/explore/site.asp?site=50,Lake Bryan,Snake,107.2,,,,,,,0,0,0,0,0,0,0,0,0
45.6846,-121.3949,,Point,1639845964-58,http://www.ndwt.org/ndwt/explore/site.asp?site=153,Lake Bonneville,Columbia,175,OR,year round,None,City of Mosier,(541-400-0354),http://windsurf.gorge.net/cgwa/sites/mosier.html,0,0,0,1,0,0,1,0,0
45.6316,-121.961917,,Point,1639845913-35,http://www.ndwt.org/ndwt/explore/site.asp?site=176,Bonneville Dam,Columbia,147,OR,year round,undeveloped,US Army Corps of Engineers,541-374-4556,,1,0,0,1,0,0,0,0,1
46.661096,-117.429459,,Point,1639846194-162,http://www.ndwt.org/ndwt/explore/site.asp?site=49,,Snake,107.3,Both - ID,"Dam Crossing Hours of operation are:
CLOSED UNTIL FURTHER NOTICE.",undeveloped,Clarkston Resources Office,509-843-1493 ext. 262,,1,0,0,1,0,0,0,0,1
46.63435,-117.373983,,Point,1639846200-165,http://www.ndwt.org/ndwt/explore/site.asp?site=46,Lower Granite Lake,Snake,110.5,N - WA,Year round. Water available April 15 to October 15.,Yes,Clarkston Natural Resources Office,(509) 334-3774.,http://tinyurl.com/yrok4b,1,1,0,0,1,0,1,0,1
46.674833,-117.5012,,Point,1639845898-29,http://www.ndwt.org/ndwt/explore/site.asp?site=183,Lake Bryan,Snake,101,South,,Tent only,ACOE Clarkston Natural Resources Office,(505)-751-0240,http://tinyurl.com/4m685r,1,0,0,0,0,0,1,0,0
46.294216,-119.268672,,Point,1639845836-3,http://www.ndwt.org/ndwt/explore/site.asp?site=211,Lake Wallula,Columbia,339,West,year round,None,City of Richland Parks and Recreation Department,509-942-7529,http://tinyurl.com/4aqwxw,1,1,0,1,0,0,1,0,1
45.667517,-121.896867,,Point,1639845922-39,http://www.ndwt.org/ndwt/explore/site.asp?site=172,Lake Bonneville,Columbia,150,OR,year round,undeveloped,Port of Cascade Locks,541-374-8427,,1,0,0,1,0,1,0,0,1
46.43003,-116.98374,,Point,1639845841-5,http://www.ndwt.org/ndwt/explore/site.asp?site=209,,Clearwater,4,North,,None,,,,1,0,0,1,0,1,1,0,0
46.50653,-116.54964,,Point,1639845850-9,http://www.ndwt.org/ndwt/explore/site.asp?site=205,,Clearwater,30,North,,,Idaho fish and game,,,1,0,0,0,0,0,0,0,0
46.331947,-118.766401,,Point,1639846130-133,http://www.ndwt.org/ndwt/explore/site.asp?site=78,Lake Sacajawea,Snake,19,N - WA,Year round,Yes,Ice Harbor Lock and Dam,(509)-547-2048,http://tinyurl.com/yssuww,0,0,0,0,0,0,1,0,0
46.47953,-116.75301,,Point,1639845883-24,http://www.ndwt.org/ndwt/explore/site.asp?site=190,Clearwater,Clearwater,16,,,Yes,Idaho Fish and Game,,http://tinyurl.com/28x8kh,1,0,0,0,0,1,1,0,1
45.7103,-121.639883,,Point,1639845935-45,http://www.ndwt.org/ndwt/explore/site.asp?site=166,Lake Bonneville,Columbia,162,WA,year round,None,Skamania Parks and Recreation,509-427-3925,http://tinyurl.com/yuws4w,1,0,0,1,0,1,0,0,0
45.72,-120.69,,Point,1639846006-77,http://www.ndwt.org/ndwt/explore/site.asp?site=134,Lake Umatilla,Columbia,216,WA,,,,,,0,0,0,0,0,0,0,0,0
45.691467,-121.8834,,Point,1639845926-41,http://www.ndwt.org/ndwt/explore/site.asp?site=170,Lake Bonneville,Columbia,150,WA,year round,None,Port of Skamania,509-427-5650,http://www.portofskamania.org/bobsBeach.htm,1,0,0,1,0,0,0,0,1
46.582126,-118.027958,,Point,1639846167-150,http://www.ndwt.org/ndwt/explore/site.asp?site=61,Lake Bryan,Snake,70.3,both -WA,Visitor Center is open year round.,undeveloped,Clarkston Natural Resources Office,(505)-751-0240,,1,0,0,1,0,0,0,0,1
46.217859,-119.087627,,Point,1639846081-111,http://www.ndwt.org/ndwt/explore/site.asp?site=100,Lake Wallula,Columbia,328,WA,year round,None,Ice Harbor Lock and Dam,(509)-547-2048,http://tinyurl.com/2zswx7,1,0,0,1,0,1,1,1,0
46.421333,-117.03375,,Point,1639846216-172,http://www.ndwt.org/ndwt/explore/site.asp?site=39,Lower Granite Lake,Snake,139,E - ID,Year round,5,Clarkston Resources Office,(505)-751-0240,,1,0,0,1,0,0,0,0,1
46.366983,-118.722769,,Point,1639846132-134,http://www.ndwt.org/ndwt/explore/site.asp?site=77,Lake Sacajawea,Snake,23,N - WA,Year round,undeveloped,Ice Harbor Lock and Dam,509-547-2048,,0,0,0,0,0,0,0,0,0
45.634,-120.91,,Point,1639845989-69,http://www.ndwt.org/ndwt/explore/site.asp?site=142,Lake Celilo,Columbia,204,S- OR,year round,None,Oregon State Parks,,http://www.oregonstateparks.org/park_35.php,1,0,0,1,0,1,0,0,0
46.252911,-118.876952,,Point,1639846119-128,http://www.ndwt.org/ndwt/explore/site.asp?site=83,Lake Sacajawea,Snake,10,N-WA,,,,,,0,0,0,0,0,0,0,0,0
45.626133,-121.197767,,Point,1639845971-61,http://www.ndwt.org/ndwt/explore/site.asp?site=150,Lake Bonneville,Columbia,190,OR,year round,None,Port of The Dalles,541-298-4148,http://www.portofthedalles.com/m_info.cfm,1,0,1,1,0,1,0,1,1
46.40235,-117.034567,,Point,1639846220-174,http://www.ndwt.org/ndwt/explore/site.asp?site=37,Lower Granite Lake,Snake,141,E - ID,Year round,None,Clarkston Resources Office,,http://tinyurl.com/4a5qk7,1,0,0,1,0,1,0,0,1
45.921184,-119.301052,,Point,1639845902-31,http://www.ndwt.org/ndwt/explore/site.asp?site=181,Lake Wallula,Columbia,300,South,,Tent and RV,McNary Dam,541-922-2268,http://tinyurl.com/4nxbdl,1,0,0,0,0,0,1,0,0
46.32403,-118.767,,Point,1639846128-132,http://www.ndwt.org/ndwt/explore/site.asp?site=79,Lake Sacajawea,Snake,18,S -WA,"May 1 to September 30, 2005",Yes,Ice Harbor Lock and Dam,Contact Ice Harbor Dam (509-547-2048),http://tinyurl.com/28wjn3,1,1,0,1,1,1,1,0,1
46.44683,-116.86049,,Point,1639845839-4,http://www.ndwt.org/ndwt/explore/site.asp?site=210,Clearwater,Clearwater,10,,,Yes,Idaho Fish and Game,,http://tinyurl.com/yrswl2,1,0,0,1,0,1,1,0,1
46.44395,-116.84751,,Point,1639845843-6,http://www.ndwt.org/ndwt/explore/site.asp?site=208,Clearwater,Clearwater,10,North,year round,None,Idaho Fish and Game,(208) 334-3700,,1,0,0,1,0,0,1,0,0
46.50956,-116.56336,,Point,1639846288-202,http://www.ndwt.org/ndwt/explore/site.asp?site=7,Clearwater,Clearwater,28,ID,year round,Yes,Idaho Department of Transportation,,http://www.nps.gov/archive/nepe/site19.htm,1,0,0,1,0,1,0,0,1
46,-116,,Point,1639845891-27,http://www.ndwt.org/ndwt/explore/site.asp?site=186,Clearwater,Clearwater,7,North,,,Idaho Fish and Game,,http://tinyurl.com/28x8kh,0,0,0,1,0,1,1,0,0
45.72,-120.2,,Point,1639846020-83,http://www.ndwt.org/ndwt/explore/site.asp?site=128,Lake Umatilla,Columbia,243,OR,,Yes,Port of Arlington,(541) 454-2868,http://tinyurl.com/2y3575,1,0,0,1,0,1,0,0,1
45.925,-119.33,,Point,1639846048-96,http://www.ndwt.org/ndwt/explore/site.asp?site=115,Lake Umatilla,Columbia,291,OR,year round,Yes,Port of Umatilla,(541) 922-3939,http://tinyurl.com/2zs4dz,1,0,0,1,0,1,1,0,0
46.430046,-116.983513,,Point,1639846277-197,http://www.ndwt.org/ndwt/explore/site.asp?site=12,Lower Granite Lake,Clearwater,3,ID,,,,,,0,0,0,0,0,1,1,0,0
45.67917,-121.238766,,Point,1639845869-18,http://www.ndwt.org/ndwt/explore/site.asp?site=196,Lake Bonneville,Columbia,184,,year round,None,Washington State Parks,(509)767-1159,http://tinyurl.com/3odc8s,1,0,0,1,0,0,1,0,0
46.279252,-118.833809,,Point,1639846123-130,http://www.ndwt.org/ndwt/explore/site.asp?site=81,Lake Sacajawea,Snake,13,N - WA,May 1 through September 30,None,Ice Harbor Lock and Dam,509-547-2048,http://tinyurl.com/2zavpy,1,0,0,1,1,1,0,0,0
45.683,-120.83,,Point,1639845995-72,http://www.ndwt.org/ndwt/explore/site.asp?site=139,Lake Celilo,Columbia,210,WA,year round,Yes,"Washington State Parks, Maryhill State Park",(509)-773-5007,http://tinyurl.com/23nmkd,1,0,0,1,1,1,0,0,0
45.920055,-119.165082,,Point,1639846063-103,http://www.ndwt.org/ndwt/explore/site.asp?site=108,Lake Wallula,Columbia,299,OR,Gate closed from dusk to dawn between Memorial Day and Labor Day Weekend.,None,McNary Lock and Dam,(541)-922-2268,http://tinyurl.com/2ygpml,1,0,0,1,0,0,0,0,0
46.239865,-119.220216,,Point,1639846096-118,http://www.ndwt.org/ndwt/explore/site.asp?site=93,Lake Wallula,Columbia,335,WA,Year round,developed,,,,0,0,0,0,0,0,0,0,0
46.569759,-118.192998,,Point,1639846158-146,http://www.ndwt.org/ndwt/explore/site.asp?site=65,Lake West,Snake,62.2,,,,,,,0,0,0,0,0,0,0,0,0
46.211833,-119.0131,,Point,1639846108-123,http://www.ndwt.org/ndwt/explore/site.asp?site=88,Lake Wallula,Snake,2.5,S - WA,April 1 - September 30,Yes,Ice Harbor Lock and Dam,Contact Ice Harbor at 509-547-2048,http://tinyurl.com/yuuqq6,1,0,0,1,1,1,1,0,1
46.49924,-116.37216,,Point,1639846236-181,http://www.ndwt.org/ndwt/explore/site.asp?site=30,Clearwater,Clearwater,38,South,,None,Idaho Fish & Game,,,0,0,0,0,0,0,1,0,0
46.44472,-116.88727,,Point,1639846250-185,http://www.ndwt.org/ndwt/explore/site.asp?site=24,Clearwater,Clearwater,8,ID,,None,Idaho Fish & Game,,,1,0,0,0,0,0,1,0,0
46.148646,-118.939945,,Point,1639846077-109,http://www.ndwt.org/ndwt/explore/site.asp?site=102,Lake Wallula,Columbia,319,WA,Gates closed from Dusk to Dawn between Memorial Day and Labor Day weekend.,None,US Fish and Wildlife Service,(509)-371-9212,http://tinyurl.com/yptolj,1,1,0,1,1,0,1,0,0
46.50304,-116.334937,,Point,1639846299-207,http://www.ndwt.org/ndwt/explore/site.asp?site=2,Clearwater,Clearwater,39,South,year round,Yes,BLM Cottonwood Field Office,(208) 962-3245,http://tinyurl.com/ypxb7b,1,0,0,0,0,1,0,0,0
